"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"4601","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18123/2026-2027/220023","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","CHHATRAPATI SHAHU SHAHAJI","KOLHAPUR","03-Jul-2026","Abhishek Sanjay Patil Kasaba Tarale Tal Radhanagari","Payment Success","1200000"
"4602","Assam","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18023/2026-2027/233948","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","BIJULI KALITA MEDHI","GUWAHATI","04-Jul-2026","Construction of Crematoriums at Gaon Dimoria","Payment Success","360000"
"4603","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18429/2026-2027/248639","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Ravindra Vasantrao Chavan","NANDED","20-Jul-2026","SARPANCH GRAM PANCHAYAT ADAMPUR TQ BILOLI","Payment Success","992255"
"4604","Gujarat","Construction of rooms and halls in school and colleges","WS/MP18320/2025-2026/224541","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","GENIBEN NAGAJI THAKOR","BANASKANTHA","03-Jul-2026","B M CONSTRUCTION","Payment Success","500000"
"4605","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP18320/2025-2026/215383","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","GENIBEN NAGAJI THAKOR","BANASKANTHA","21-Jul-2026","KUMBHASAN GRAM PANCHAYAT","Payment Success","500000"
"4606","Andhra Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP522/2025-2026/251295","SRIKAKULAM(District Collector Srikakulam_IDA)","Kinjarapu Ram Mohan Naidu","SRIKAKULAM","07-Jul-2026","Sri Venkateswara Constructions","Payment Success","454338"
"4607","Telangana","Construction of additional rooms and halls in the existing public and community building","WS/MP761/2026-2027/224007","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Arvind Dharmapuri","NIZAMABAD","04-Jul-2026","K RAMESH REDDY","Payment Success","400000"
"4608","Kerala","Construction of footpaths and pedestrian ways","WS/MP343/2025-2026/246421","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Dr Shashi Tharoor","THIRUVANANTHAPURAM","04-Jul-2026","RAJ KUMAR N","Payment Success","233917"
"4609","Assam","Construction of community centers and community halls","WS/MP18020/2026-2027/253744","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","04-Aug-2026","DEKA BROTHERS EMTERPRISE","Payment Success","84004"
"4610","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18346/2025-2026/202727","RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA)","RAHUL GANDHI","RAE BARELI","06-Jul-2026","Satya SaiKalyan Sewa Samiti","Payment Success","388763"
"4611","Bihar","Street lights","WS/MP18041/2025-2026/234364","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4612","Bihar","Street lights","WS/MP18041/2025-2026/234365","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4613","Bihar","Street lights","WS/MP18041/2025-2026/234366","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4614","Bihar","Street lights","WS/MP18041/2025-2026/234370","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4615","Bihar","Street lights","WS/MP18041/2025-2026/234371","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4616","Bihar","Street lights","WS/MP18041/2025-2026/234375","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4617","Bihar","Street lights","WS/MP18041/2025-2026/234236","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4618","Bihar","Street lights","WS/MP18041/2025-2026/234222","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4619","Bihar","Street lights","WS/MP18041/2025-2026/234224","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4620","Bihar","Street lights","WS/MP18041/2025-2026/234229","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4621","Bihar","Street lights","WS/MP18041/2025-2026/234230","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4622","Bihar","Street lights","WS/MP18041/2025-2026/234231","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4623","Bihar","Street lights","WS/MP18041/2025-2026/234232","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4624","Bihar","Street lights","WS/MP18041/2025-2026/234233","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4625","Bihar","Street lights","WS/MP18041/2025-2026/234234","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4626","Bihar","Street lights","WS/MP18041/2025-2026/234362","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","03-Jul-2026","SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS","Payment Success","820100"
"4627","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18154/2025-2026/216114","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","SUKHJINDER SINGH RANDHAWA","GURDASPUR","06-Jul-2026","lakhwinder singh","Payment Success","90200"
"4628","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18154/2025-2026/216114","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","SUKHJINDER SINGH RANDHAWA","GURDASPUR","06-Jul-2026","LAKHWINDER SINGH","Payment Success","30000"
"4629","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18154/2025-2026/216114","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","SUKHJINDER SINGH RANDHAWA","GURDASPUR","06-Jul-2026","LAKHWINDER SINGH","Payment Success","29400"
"4630","Assam","Construction of community centers and community halls","WS/MP18024/2025-2026/214083","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","GAURAV GOGOI","JORHAT","09-Jul-2026","JADU RAIDANGIA","Payment Success","59200"
"4631","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18115/2025-2026/186731","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","DR. PRASHANT YADAORAO PADOLE","BHANDARA-GONDIYA","06-Jul-2026","Bhavesh Ajay Kuthe","Payment Success","697088"
"4632","Maharashtra","Construction of footpaths and pedestrian ways","WS/MP18116/2026-2027/229732","THANE(DISTRICT COLLECTOR THANE_IDA)","BALYA MAMA SURESH GOPINATH MHATRE","BHIWANDI","03-Jul-2026","Kiran shashikant Gaikwad","Payment Success","996904"
"4633","Karnataka","Providing drains and gutters for public drainage","WS/MP18089/2026-2027/233367","KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA)","K. RAJASHEKAR BASAVARAJ HITNAL","KOPPAL","14-Jul-2026","MOUNESH","Payment Success","375000"
"4634","Madhya Pradesh","Installation of multi-gym equipment","WS/MP18104/2025-2026/229571","RAISEN(DISTRICT COLLECTOR RAISEN_IDA)","DARSHAN SINGH CHOUDHARY","HOSHANGABAD","24-Jul-2026","YVS Fitness and gym equipment","Payment Success","100000"
"4635","Maharashtra","Construction of community centers and community halls","WS/MP18429/2026-2027/244565","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Ravindra Vasantrao Chavan","NANDED","07-Jul-2026","Giridhar Digambar PatilDakore","Payment Success","1975637"
"4636","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18352/2025-2026/186282","MAU(DISTRICT MAGISTRATE MAU_IDA)","RAJEEV RAI","GHOSI","04-Jul-2026","Aparna Construction and Suppliers","Payment Success","406316"
"4637","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18088/2026-2027/161230","CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA)","M. MALLESH BABU","KOLAR(SC)","30-Jul-2026","Rahul K P","Payment Success","249500"
"4638","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/203335","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","09-Jul-2026","Fulpreet Singh","Payment Success","46516"
"4639","Maharashtra","Street lights","WS/MP18126/2025-2026/256644","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4640","Maharashtra","Street lights","WS/MP18126/2025-2026/256646","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4641","Maharashtra","Street lights","WS/MP18126/2025-2026/256645","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4642","Maharashtra","Street lights","WS/MP18126/2025-2026/256648","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4643","Maharashtra","Street lights","WS/MP18126/2025-2026/256649","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4644","Maharashtra","Street lights","WS/MP18126/2025-2026/256650","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4645","Maharashtra","Street lights","WS/MP18126/2025-2026/256647","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4646","Maharashtra","Street lights","WS/MP18126/2025-2026/256655","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4647","Maharashtra","Street lights","WS/MP18126/2025-2026/256654","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4648","Maharashtra","Street lights","WS/MP18126/2025-2026/256651","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4649","Maharashtra","Street lights","WS/MP18126/2025-2026/256652","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4650","Maharashtra","Street lights","WS/MP18126/2025-2026/256653","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4651","Maharashtra","Street lights","WS/MP18126/2025-2026/236157","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4652","Maharashtra","Street lights","WS/MP18126/2025-2026/236158","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4653","Maharashtra","Street lights","WS/MP18126/2025-2026/236165","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4654","Maharashtra","Street lights","WS/MP18126/2025-2026/236160","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4655","Maharashtra","Street lights","WS/MP18126/2025-2026/236155","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4656","Maharashtra","Street lights","WS/MP18126/2025-2026/236166","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4657","Maharashtra","Street lights","WS/MP18126/2025-2026/236167","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4658","Maharashtra","Street lights","WS/MP18126/2025-2026/236168","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4659","Maharashtra","Street lights","WS/MP18126/2025-2026/236169","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4660","Maharashtra","Street lights","WS/MP18126/2025-2026/236170","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4661","Maharashtra","Street lights","WS/MP18126/2025-2026/236171","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4662","Maharashtra","Street lights","WS/MP18126/2025-2026/236172","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4663","Maharashtra","Street lights","WS/MP18126/2025-2026/236173","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4664","Maharashtra","Street lights","WS/MP18126/2025-2026/236174","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4665","Maharashtra","Street lights","WS/MP18126/2025-2026/236156","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4666","Maharashtra","Street lights","WS/MP18126/2025-2026/236159","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4667","Maharashtra","Street lights","WS/MP18126/2025-2026/236161","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4668","Maharashtra","Street lights","WS/MP18126/2025-2026/236162","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4669","Maharashtra","Street lights","WS/MP18126/2025-2026/236163","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4670","Maharashtra","Street lights","WS/MP18126/2025-2026/236164","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","16-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4671","Maharashtra","Street lights","WS/MP18126/2025-2026/236143","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","15-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4672","Maharashtra","Street lights","WS/MP18126/2025-2026/236212","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","20-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4673","Maharashtra","Street lights","WS/MP18126/2025-2026/236190","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","20-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4674","Maharashtra","Street lights","WS/MP18126/2025-2026/236205","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","20-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4675","Maharashtra","Street lights","WS/MP18126/2025-2026/236209","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","20-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4676","Maharashtra","Street lights","WS/MP18126/2025-2026/236210","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","20-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
"4677","Maharashtra","Street lights","WS/MP18126/2025-2026/236211","NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA)","ADV GOWAAL KAGADA PADAVI","NANDURBAR(ST)","20-Jul-2026","SWAMI POWERTECH","Payment Success","169529"
