"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"2346","Normal/Others","WS/MP840/2024-2025/109204-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Yellammakunta Thanda/ Mugpal; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"2347","Normal/Others","WS/MP840/2024-2025/109199-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Sardar Thanda (Badsi)/ Mugpal; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"2348","Normal/Others","WS/MP840/2024-2025/109197-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Amrabad Thanda/ Mugpal;  District : Nizamabad","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"2349","Normal/Others","WS/MP840/2024-2025/109190-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Bhairapur Thanda/ Mugpal; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"2350","Normal/Others","WS/MP840/2024-2025/109148-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Dharmaram Thanda/ Nizamabad Rural; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"2351","Normal/Others","WS/MP840/2024-2025/109144-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Malkapur Thanda/ Nizamabad Rural; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"2352","Normal/Others","WS/MP166/2024-2025/112983-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Strenghtening the road from Kavadipatti to Koraipallam road in km 1/350 - 2/400 (R380) Kamuthi, Ramnad","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","26-Jul-2024","3632582"
"2353","Normal/Others","WS/MP015/2023-2024/116844-Development of public parks","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing of Park to Mani Garden at Y.Pudhupatti Panchayat,Madurai dist.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","26-Jul-2024","2996314"
"2354","Normal/Others","WS/MP131/2023-2024/75831-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of Guard Wall with C.C. Road PMGSY Road to Urmei Hockey Field GP Urmei, Nuagaon Block","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","22-Apr-2025","700000"
"2355","Normal/Others","WS/MP131/2023-2024/75835-Providing drains and gutters for public drainage","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of CC drain with Slape from Illyas House to Irshad House in Mistry Daffai (Birmitrapur Municipality)","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","22-Apr-2025","300000"
"2356","Normal/Others","WS/MP131/2023-2024/75834-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of CC Road at Bakutola Rameswari House to Mangal Mundari House Teterkela GP, Nuagaon Block","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","22-Apr-2025","300000"
"2357","Normal/Others","WS/MP131/2023-2024/75833-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of CC Road Peno Singh House to Pagdu Badaik House at Barliepta Jagdatoli, At – Barilepta, Nuagaon Block","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","07-Apr-2025","300000"
"2358","Normal/Others","WS/MP131/2023-2024/75832-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of C.C. Road At Sorda Bhokta Toli Patpahgar Sorda GP, Nuagaon Block","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","15-Apr-2025","400000"
"2359","Normal/Others","WS/MP106/2024-2025/3360-Construction of community centers and community halls","Madhya Pradesh","VIDISHA(District Collector Vidisha_IDA)","Gram Kasba Bagrod ki gram panchayat Kasba Bagrod me Samudayik Bhavan ka Nirman, Vidhan Sabha Ganj Basoda, District Vidisha","Shri Vivek K. Tankha (2022-28) (NaN-NaN)","Elected MP","Images","16-Jan-2025","300000"
"2360","Normal/Others","WS/MP131/2023-2024/75816-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of C.C. Road from A.w.c. to Herman house, Bramhamanibahal, in Lulkidihi, Balisankara Block, Sundargarh","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2024","400000"
"2361","Normal/Others","WS/MP139/2024-2025/103177-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Providing CC road to Raman street and Sundaravinayagar street at Mahatma nagar in Thattanchavady constituency","Shri S. Selvaganabathy (2021-27) (NaN-NaN)","Elected MP","Images","01-Aug-2024","904645"
"2362","Normal/Others","WS/MP007/2024-2025/133435-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Shed near Dhumkudiya Bhawan Hindpidi ward No. 22 under Ranchi Urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","785000"
"2363","Normal/Others","WS/MP007/2024-2025/133434-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of shed near Akhara site in Lal Serum Toli Ward no. 14 under Ranchi urban area.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","630000"
"2364","Normal/Others","WS/MP007/2024-2025/133433-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of shed near Nayak pond ward 16 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","17-Aug-2025","760000"
"2365","Normal/Others","WS/MP007/2024-2025/133442-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC  raod in Netaji Nagar Street No 8 Ward 13 under  Ranchi Urabn area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","465000"
"2366","Normal/Others","WS/MP007/2024-2025/133441-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC road in Dumsa toli, ward 13 under ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","950000"
"2367","Normal/Others","WS/MP007/2024-2025/133440-Construction of toilet blocks","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of toilet near SPG Middle school ward 14 Chutiya under Ranchi Urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","880000"
"2368","Normal/Others","WS/MP007/2024-2025/133439-Construction of toilet blocks","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of toilet near Vipan Girls Middle School, Ward 14 Chutiya under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","775000"
"2369","Normal/Others","WS/MP007/2024-2025/133438-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Platform and paver block laying work near Akhara Lalpur ward 11 under Ranchi Urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","485000"
"2370","Normal/Others","WS/MP007/2024-2025/133437-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC Road In Ekta lane Dangra toli ward No 16 under Ranchi Urban Area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","340000"
"2371","Normal/Others","WS/MP007/2024-2025/133436-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Shed, Platform and Paver block laying near sarna site Old Ranchi ward No 21 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","1175000"
"2372","Normal/Others","WS/MP007/2024-2025/133429-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Shed near Muktidham Masna in Harmu Road Ward No.-28 under Ranchi Urban Area.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","735000"
"2373","Normal/Others","WS/MP007/2024-2025/133430-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Shed and paver block laying work near sarna site in Lalpur ward 11 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","17-Aug-2025","630000"
"2374","Normal/Others","WS/MP007/2024-2025/133431-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Paver block laying in Ward 13 Disco colony under Ranchi urban area work","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","17-Aug-2025","480000"
"2375","Normal/Others","WS/MP007/2024-2025/133432-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Paver block laying work near Primary middle school Makchund toli ward 13 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","590000"
"2376","Normal/Others","WS/MP007/2024-2025/133424-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of shed near CNI Church Kanta Toli Ward No.-13 Under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","680000"
"2377","Normal/Others","WS/MP007/2024-2025/133425-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of shed and Paver block laying near Sarna Site ward No.-28 Irgu Toli under Ranchi Urban Area.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","980000"
"2378","Normal/Others","WS/MP007/2024-2025/133426-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Paver block laying work near Sarna site in Rugdi Gadha Ward No.-34 under Ranchi Urban Area.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","765000"
"2379","Normal/Others","WS/MP007/2024-2025/133427-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Paver block laying work near Old Ranchi Ward No.-21 Dhumkudiya Bhawan under Ranchi Urban Area.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","700000"
"2380","Normal/Others","WS/MP007/2024-2025/133428-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Paver block laying work near urdu middle school church road ward 16 under Ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","08-Apr-2025","640000"
"2381","Normal/Others","WS/MP850/2023-2024/99997-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM PANCHAYAT JHAJRA MEIN WARD NO - 12 BANSIWALA MEIN NIRMALA BISHT KE MAKAN SE CHAKRATA MARG TAK CC TILES ROAD NIRMAN .. IA(KARYADAI SANSTATHA )- NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Sep-2024","1500000"
"2382","Normal/Others","WS/MP850/2023-2024/87159-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM PANCHAYAT PONDHA MEIN LAXMAN GARG KE MAKAN SE MOHAN POKHRIYAL KE MAKAN TAK CC TILES  SARAK NIRMAN KARYA.. IA( KARYADAI SANSTATHA)-NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Sep-2024","999517"
"2383","Normal/Others","WS/MP850/2023-2024/85457-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM THAKURPUR (UMEDPUR) MEIN VISHNU VIHAR COLONY MEIN SHRI LAKHAN SINGH RANA KE MAKAN SE SHRI SUSHIL RANA KE MAKAN TAK SARAK NIRMAN.. IA(KARYADAI SANASTATHA) - NAGAR PALIKA PRAISHAD, HERBURTBUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Sep-2024","499709"
"2384","Normal/Others","WS/MP850/2023-2024/85456-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM UMEDPUR THAKURPUR MEIN SUMIT PANWAR KE GHAR SE BHAGWATI NAUTIYAL KE GHAR TAK SARAK NIRMAN. IA(KARYADAI SANTATHA) -   NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Sep-2024","499092"
"2385","Normal/Others","WS/MP131/2023-2024/75818-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of C.C. road at Chhapal, near R.C. Church road in Sagbahal, Balisankara Block, SUndargarh","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2024","400000"
"2386","Normal/Others","WS/MP850/2024-2025/103006-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","THANA BAHADRABAD MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN.. IA( KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Mar-2026","993238"
"2387","Normal/Others","WS/MP850/2024-2025/103004-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","KOTWALI GANGNAHAR WARD 15 MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN.. IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Mar-2026","994144"
"2388","Normal/Others","WS/MP850/2024-2025/103011-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","KOTWALI RANIPUR MEIN MAHLIHA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN.. IA( KARYADAI SANSTATHA )- NAGAR PANCHAYAT BHAGWANPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","16-Mar-2026","993514"
"2389","Normal/Others","WS/MP850/2024-2025/103010-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","THANA BUGGAWALA MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN ..... IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","13-Mar-2026","977271"
"2390","Normal/Others","WS/MP103/2023-2024/113700-Lighting of public spaces","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Solar High brid LED High Mast (Solar Street Light in ) 24 watt X4 No. 7 Meter Pole  Sthapna in  GP Gawali Palasya  Mhow District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","26-Dec-2024","476112"
"2391","Normal/Others","WS/MP103/2023-2024/113699-Lighting of public spaces","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Solar High brid LED High Mast (Solar Street Light in ) 24 watt X4 No. 7 Meter Pole Sthapna in Gram Panchayat Khurdi Mhow District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","26-Dec-2024","476112"
"2392","Normal/Others","WS/MP103/2023-2024/113703-Lighting of public spaces","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Solar High brid LED High Mast (Solar Street Light in ) 24 watt X4 No. 7 Meter Pole Sthapna in G P  Datoda  Mhow District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","26-Dec-2024","476112"
"2393","Normal/Others","WS/MP103/2023-2024/113702-Lighting of public spaces","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Solar High brid LED High Mast (Solar Street Light in ) 24 watt X4 No. 7 Meter Pole Sthapna in G P  kodriya Mhow District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","26-Dec-2024","476112"
"2394","Normal/Others","WS/MP103/2023-2024/113701-Lighting of public spaces","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Solar High brid LED High Mast (Solar Street Light in ) 24 watt X4 No. 7 Meter Pole Sthapna in G P  Sihod Mhow District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","26-Dec-2024","476112"
"2395","Normal/Others","WS/MP103/2023-2024/113707-Lighting of public spaces","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Solar High brid LED High Mast (Solar Street Light in ) 24 watt X4 No. 7 Meter Pole Sthapna in N P  Manpur  ward-  Mhow District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","26-Dec-2024","476112"
"2396","Normal/Others","WS/MP103/2023-2024/113698-Lighting of public spaces","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Solar High brid LED High Mast (Solar Street Light in ) 24 watt X4 No. 7 Meter Pole  Sthapna in Gram Panchayat Pigdamber Mhow  District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","26-Dec-2024","476112"
